,Total_Stops,Price,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi,Journeyday,Journeymonth,Dephour,Depmin,Arrivalhour,Arrivalmin,Durationhours,Durationmins
4421,2.0,13381,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,6,50,7,40,24,50
4422,1.0,15147,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,12,50,1,35,12,45
4423,1.0,8586,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,6,30,4,40,22,10
4424,1.0,7054,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,5,14,20,22,30,8,10
4425,0.0,4082,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,3,22,50,1,20,2,30
4426,2.0,13029,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,5,9,40,19,0,9,20
4427,1.0,7064,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,16,30,22,35,6,5
4428,1.0,4943,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,8,15,8,50,24,35
4429,0.0,7229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,7,10,10,10,3,0
4430,1.0,8450,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,5,9,50,21,5,11,15
4431,2.0,15318,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,20,0,4,25,8,25
4432,0.0,4804,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,21,25,0,5,2,40
4433,1.0,10844,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,20,0,16,20,20,20
4434,0.0,3175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,16,55,18,25,1,30
4435,2.0,12646,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,6,12,55,19,15,30,20
4436,1.0,7893,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,20,30,12,0,15,30
4437,0.0,7171,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,5,17,0,19,45,2,45
4438,1.0,13727,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,5,14,0,21,0,7,0
4439,0.0,5201,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,6,18,5,21,10,3,5
4440,1.0,9001,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,5,11,40,19,15,7,35
4441,0.0,3943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,5,13,0,15,50,2,50
4442,1.0,10546,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,7,5,21,0,13,55
4443,1.0,15554,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,5,19,15,19,0,23,45
4444,0.0,5228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,4,6,10,8,55,2,45
4445,1.0,9404,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,6,9,0,19,15,10,15
4446,1.0,8601,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,9,10,19,15,10,5
4447,1.0,8888,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,9,45,22,30,12,45
4448,0.0,5088,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24,3,16,0,18,35,2,35
4449,0.0,3943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,5,10,10,13,0,2,50
4450,1.0,12373,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,21,50,12,35,14,45
4451,1.0,8323,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,4,6,0,13,20,7,20
4452,2.0,15339,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,6,13,25,12,35,23,10
4453,0.0,11982,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,6,5,17,45,20,5,2,20
4454,1.0,8844,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12,5,15,55,21,25,5,30
4455,1.0,10262,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,22,50,12,35,13,45
4456,0.0,3597,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,6,13,15,15,35,2,20
4457,0.0,5678,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,24,3,10,20,11,50,1,30
4458,0.0,5277,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,21,5,22,5,0,25,2,20
4459,0.0,4823,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,6,7,10,10,5,2,55
4460,2.0,8049,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,8,35,21,20,12,45
4461,0.0,3543,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,15,5,17,45,20,5,2,20
4462,1.0,10262,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,6,18,15,19,0,24,45
4463,3.0,10703,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,5,15,19,15,38,0
4464,1.0,6496,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,5,10,10,5,4,55
4465,1.0,10844,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,5,6,30,18,15,11,45
4466,1.0,12032,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,3,7,5,18,50,11,45
4467,0.0,6741,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,18,4,6,0,9,10,3,10
4468,0.0,3943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,5,4,0,6,50,2,50
4469,0.0,3841,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,24,5,6,55,9,30,2,35
4470,1.0,15288,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,19,0,1,35,6,35
4471,0.0,2050,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,18,3,21,5,22,25,1,20
4472,0.0,4842,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,24,3,7,5,9,20,2,15
4473,2.0,6643,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,19,10,18,50,23,40
4474,1.0,9581,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,5,5,10,5,5,0
4475,0.0,4804,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,5,21,25,0,5,2,40
4476,1.0,7832,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,8,0,7,40,23,40
4477,1.0,11667,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,7,5,19,15,12,10
4478,1.0,6442,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,6,8,35,16,10,7,35
4479,2.0,15129,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,5,23,5,4,25,29,20
4480,0.0,4544,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,11,10,14,5,2,55
4481,1.0,9663,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,5,20,0,9,20,13,20
4482,1.0,14714,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,16,0,4,25,12,25
4483,0.0,3100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,27,5,6,20,7,40,1,20
4484,1.0,9663,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,16,30,20,45,28,15
4485,1.0,5761,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,6,40,12,0,5,20
4486,0.0,3100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,5,21,5,22,25,1,20
4487,1.0,13626,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,6,16,30,23,35,7,5
4488,0.0,5678,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,24,3,19,35,21,5,1,30
4489,1.0,8529,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,6,18,55,18,15,23,20
4490,0.0,5201,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,5,10,8,0,2,50
4491,1.0,14151,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,5,9,35,21,5,11,30
4492,0.0,4483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,11,10,13,55,2,45
4493,0.0,4174,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,4,22,15,0,50,2,35
4494,2.0,15544,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,5,5,30,12,35,7,5
4495,0.0,5601,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,21,5,0,20,3,15
4496,0.0,3419,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,1,30,4,15,2,45
4497,1.0,6451,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,4,7,55,22,25,14,30
4498,2.0,12592,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,5,9,25,13,45,28,20
4499,0.0,6961,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,6,21,5,23,55,2,50
4500,0.0,4174,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12,6,17,10,19,40,2,30
4501,1.0,8824,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3,6,30,16,20,9,50
4502,1.0,7947,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,15,5,15,45,22,5,6,20
4503,1.0,13587,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,6,14,0,21,0,7,0
4504,0.0,3841,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,15,6,6,55,9,30,2,35
4505,0.0,4804,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,6,21,25,0,5,2,40
4506,1.0,8586,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,5,20,0,4,40,8,40
4507,0.0,4778,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,20,25,23,5,2,40
4508,2.0,18275,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,15,5,1,30,10,25
4509,0.0,3540,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6,5,15,7,40,2,25
4510,1.0,6442,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,6,8,35,22,30,13,55
4511,0.0,4145,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,6,20,45,23,20,2,35
4512,0.0,5644,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,6,14,25,16,55,2,30
4513,0.0,5224,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,14,25,16,55,2,30
4514,1.0,5963,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,17,30,18,50,25,20
4515,1.0,11264,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,6,0,19,0,13,0
4516,1.0,10188,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,3,14,10,19,20,5,10
4517,1.0,10844,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,5,20,0,9,20,13,20
4518,1.0,7166,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3,13,40,18,35,4,55
4519,1.0,13817,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,22,55,9,30,10,35
4520,1.0,12373,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,18,15,12,35,18,20
4521,1.0,25735,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,16,55,9,0,16,5
4522,1.0,14815,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,3,11,40,19,10,7,30
4523,1.0,10262,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,11,30,12,35,25,5
4524,1.0,10262,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,6,8,0,19,0,11,0
4525,1.0,7468,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,6,17,40,8,15,14,35
4526,0.0,8040,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,5,7,5,8,30,1,25
4527,2.0,12819,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,6,23,5,19,0,19,55
4528,0.0,7295,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,3,14,40,17,5,2,25
4529,0.0,7229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,5,15,15,18,10,2,55
4530,1.0,6853,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,6,16,45,22,25,5,40
4531,1.0,9663,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,5,21,10,9,20,12,10
4532,1.0,7064,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,6,30,18,15,11,45
4533,1.0,8372,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,6,9,0,19,15,10,15
4534,0.0,1965,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,6,13,15,14,45,1,30
4535,1.0,16932,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,24,3,7,10,18,45,11,35
4536,0.0,3841,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,18,6,22,20,0,40,2,20
4537,2.0,15812,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,11,40,19,0,7,20
4538,1.0,10924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,6,55,13,20,6,25
4539,0.0,6934,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,14,10,17,10,3,0
4540,1.0,10262,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,8,0,19,0,11,0
4541,1.0,13843,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,13,55,4,25,14,30
4542,1.0,9315,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,5,6,40,19,0,12,20
4543,1.0,8266,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,5,6,0,19,15,13,15
4544,1.0,14231,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3,21,10,8,10,11,0
4545,0.0,5048,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,4,20,55,23,40,2,45
4546,1.0,10262,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,6,17,30,19,0,25,30
4547,1.0,12537,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,3,9,0,21,0,12,0
4548,1.0,10262,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,6,13,0,4,25,15,25
4549,0.0,8040,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,4,7,5,8,30,1,25
4550,1.0,9736,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,5,11,15,18,30,7,15
4551,0.0,4804,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,4,40,7,15,2,35
4552,1.0,13817,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,16,55,9,30,16,35
4553,0.0,5048,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,5,7,45,10,40,2,55
4554,0.0,8040,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,10,20,11,50,1,30
4555,1.0,7354,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,8,30,19,15,10,45
4556,1.0,7563,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,14,35,22,20,7,45
4557,1.0,7725,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,10,45,15,30,4,45
4558,1.0,7740,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,8,45,21,0,12,15
4559,2.0,13532,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,6,10,0,5,25,19,25
4560,0.0,6565,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,14,20,16,55,2,35
4561,1.0,10844,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,5,16,30,19,50,27,20
4562,0.0,3841,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,18,4,22,20,0,40,2,20
4563,1.0,11200,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,8,30,19,0,10,30
4564,2.0,12009,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,9,25,10,30,25,5
4565,1.0,8372,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,5,8,0,19,15,11,15
4566,2.0,13591,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,6,6,50,7,40,24,50
4567,1.0,12395,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,6,3,20,55,16,45,19,50
4568,0.0,7298,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,3,8,20,10,35,2,15
4569,1.0,12214,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,7,20,12,30,5,10
4570,1.0,14151,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,5,17,0,22,5,29,5
4571,2.0,12970,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,17,15,19,15,26,0
4572,1.0,14781,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,14,5,23,35,9,30
4573,0.0,4878,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,6,17,0,19,35,2,35
4574,0.0,3597,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,5,8,20,10,35,2,15
4575,1.0,6810,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,7,35,23,30,15,55
4576,0.0,3687,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,5,7,5,9,20,2,15
4577,1.0,6482,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,17,20,9,25,16,5
4578,1.0,19595,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,3,17,0,16,50,23,50
4579,1.0,6147,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,6,15,10,20,0,4,50
4580,1.0,10953,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,17,0,9,45,16,45
4581,0.0,3873,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,24,4,22,20,0,40,2,20
4582,1.0,14815,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,14,5,5,5,15,0
4583,1.0,10678,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,6,4,55,19,0,14,5
4584,1.0,14053,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,3,15,5,4,25,13,20
4585,1.0,10539,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,6,9,35,22,5,12,30
4586,1.0,16946,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,3,14,5,21,20,7,15
4587,0.0,7673,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,14,30,17,35,3,5
4588,0.0,4441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,3,13,20,16,10,2,50
4589,0.0,4544,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,4,11,10,14,5,2,55
4590,0.0,4804,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,4,15,30,18,5,2,35
4591,1.0,5406,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,9,0,12,35,27,35
4592,0.0,3100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,4,6,20,7,40,1,20
4593,2.0,11150,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,6,23,5,19,0,19,55
4594,0.0,4823,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,4,16,55,19,55,3,0
4595,0.0,1965,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,5,5,45,7,15,1,30
4596,1.0,10262,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,6,21,50,12,35,14,45
4597,1.0,6674,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,6,7,35,16,10,8,35
4598,1.0,15764,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,9,0,4,25,19,25
4599,1.0,7064,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,20,0,22,35,26,35
4600,1.0,10262,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,6,14,0,19,0,5,0
4601,1.0,5069,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,8,10,13,0,4,50
4602,1.0,11789,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,6,11,40,19,0,7,20
4603,2.0,15164,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,10,0,13,45,27,45
4604,0.0,6094,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,6,14,10,17,10,3,0
4605,0.0,4885,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,21,4,9,30,12,20,2,50
4606,0.0,3383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,6,11,10,13,55,2,45
4607,1.0,6673,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,3,17,0,1,35,8,35
4608,0.0,4544,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,4,7,10,10,10,3,0
4609,2.0,8367,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,10,45,18,50,8,5
4610,0.0,3898,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6,11,40,14,30,2,50
4611,1.0,10844,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,6,14,5,22,35,8,30
4612,1.0,12327,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,3,2,15,13,20,11,5
4613,1.0,6356,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,21,3,8,45,13,15,4,30
4614,0.0,5228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,5,21,5,23,55,2,50
4615,2.0,10835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,3,6,45,16,30,33,45
4616,0.0,3943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,6,4,0,6,50,2,50
4617,1.0,14714,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,18,15,19,0,24,45
4618,2.0,11883,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,5,50,12,0,30,10
4619,1.0,8610,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12,6,20,20,23,25,27,5
4620,1.0,6513,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,5,7,10,22,30,15,20
4621,1.0,12898,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,5,2,15,4,25,26,10
4622,2.0,10861,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,22,0,19,15,21,15
4623,0.0,4049,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,21,6,19,5,20,35,1,30
4624,1.0,13555,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,3,11,40,5,5,17,25
4625,1.0,16079,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,2,15,19,0,16,45
4626,0.0,7673,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,5,35,8,50,3,15
4627,1.0,10161,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,8,55,19,15,10,20
4628,1.0,10262,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,2,15,12,35,10,20
